pitch start end duration velocity
B1 7.3256 7.3372 0.0116 79
G#1 7.3372 7.3721 0.0349 76
F4 7.3721 7.4186 0.0465 29
G1 7.3721 7.9884 0.6163 73
B3 7.4186 7.4419 0.0233 35
G5 7.4186 7.8372 0.4186 33
F4 7.4767 7.5000 0.0233 31
A4 7.4767 7.5233 0.0465 25
D#5 7.4884 7.5233 0.0349 16
C#6 7.4884 7.5233 0.0349 28
D#6 7.4884 7.5233 0.0349 42
A#5 7.4884 7.5349 0.0465 24
E6 7.4884 7.5465 0.0581 44
C#7 7.4884 7.5465 0.0581 41
F#6 7.4884 7.5581 0.0698 34
B6 7.4884 7.5698 0.0814 57
B3 7.5000 7.5233 0.0233 35
A6 7.5000 7.5465 0.0465 50
C7 7.5000 7.5465 0.0465 53
D7 7.5000 7.5465 0.0465 41
G#6 7.5000 7.5581 0.0581 37
A#6 7.5000 7.5581 0.0581 55
C6 7.5233 7.5581 0.0349 14
B3 7.5349 7.9302 0.3953 37
A5 7.5349 8.0233 0.4884 35
G3 7.5581 7.5814 0.0233 35
F4 7.5581 7.6047 0.0465 31
C#5 7.5814 7.7209 0.1395 21
B5 7.5930 8.1047 0.5116 27
D3 7.6163 7.6860 0.0698 50
F4 7.6395 7.9884 0.3488 33
D3 7.6977 7.7674 0.0698 50
D#5 7.6977 7.7674 0.0698 15
F#5 7.7209 7.7674 0.0465 14
D6 7.7326 7.8140 0.0814 11
D#5 7.7791 7.8256 0.0465 14
F#5 7.7791 7.8488 0.0698 14
D3 7.8023 7.8488 0.0465 50
C#6 7.8605 8.0000 0.1395 19
D3 7.8837 7.9302 0.0465 50
G3 7.8837 8.0000 0.1163 64
A4 7.8837 8.5000 0.6163 58
C#5 7.9070 7.9535 0.0465 21
B3 7.9651 7.9884 0.0233 39
D4 7.9651 8.0000 0.0349 49
F#1 7.9884 8.0000 0.0116 67
G2 7.9884 8.0116 0.0233 70
A3 8.0000 8.4884 0.4884 76
C#5 8.0000 8.4884 0.4884 48
E4 8.0000 8.5000 0.5000 68
C3 8.0116 8.0233 0.0116 72
A#6 8.0116 8.2907 0.2791 12
D2 8.0233 8.0349 0.0116 73
G#6 8.0233 8.1163 0.0930 11
C#2 8.0349 8.0581 0.0233 87
A6 8.0349 8.3488 0.3140 14
C2 8.0581 8.0814 0.0233 82
B1 8.0814 8.0930 0.0116 68
A2 8.0814 8.1047 0.0233 53
A2 8.1163 8.5116 0.3953 55
G5 8.1395 8.2791 0.1395 29
G#6 8.2674 8.3837 0.1163 11
F#6 8.2791 8.3140 0.0349 15
F6 8.3023 8.3372 0.0349 12
G5 8.3023 8.4535 0.1512 27
B5 8.3140 9.0116 0.6977 69
F#6 8.3372 8.4186 0.0814 14
E6 8.3372 8.5581 0.2209 42
C7 8.3721 8.5000 0.1279 27
A#6 8.4535 8.5581 0.1047 52
G5 8.4767 8.5000 0.0233 39
A6 8.4767 8.6163 0.1395 50
C#6 8.4884 8.5349 0.0465 26
F6 8.4884 8.5465 0.0581 28
C#7 8.4884 8.5814 0.0930 44
D#7 8.4884 8.7442 0.2558 34
G#6 8.5000 8.5465 0.0465 33
D7 8.5000 8.5465 0.0465 38
F#7 8.5000 8.5465 0.0465 14
B3 8.5000 8.6163 0.1163 47
B4 8.5000 8.7558 0.2558 54
F#5 8.5000 8.7674 0.2674 65
D6 8.5116 8.5465 0.0349 36
C7 8.5116 8.5581 0.0465 40
D#6 8.5233 8.7674 0.2442 34
A#3 8.6163 8.6395 0.0233 31
